log_id,course_id,member_id,course_level,average_slope
403,313,1,1,5
404,740,14,2,3
405,873,2,4,7
406,207,7,1,4
407,492,8,4,6
408,204,4,5,10
409,571,5,2,7
410,873,6,4,7
411,213,2,2,4
412,564,1,4,3
413,774,14,3,9
414,468,6,4,10
415,219,5,2,7
416,146,9,2,3
417,620,1,5,6
418,566,4,2,7
419,810,14,2,6
420,87,4,2,7
421,976,2,3,3
422,399,8,1,4
423,699,10,5,8
424,549,1,3,4
425,153,5,4,4
426,530,2,4,3
427,729,11,3,10
428,260,1,2,9
429,1002,9,5,3
430,407,4,5,6
431,513,13,2,4
432,717,2,3,9
433,816,6,3,4
434,323,2,3,6
435,627,6,1,8
436,258,11,5,4
437,953,5,2,6
438,63,11,1,7
439,109,7,4,8
440,473,11,1,8
441,526,9,1,5
442,256,7,5,6
443,1033,1,4,8
444,268,2,2,3
445,657,10,1,4
446,1015,11,5,5
447,554,8,2,9
448,507,7,3,3
449,66,1,4,4
450,131,2,2,8
451,453,14,3,3
452,716,10,3,4
453,276,4,5,6
454,1018,4,2,5
455,840,13,1,7
456,546,4,4,3
457,431,14,4,10
458,772,1,2,7
459,866,14,2,8
460,474,11,3,6
461,180,13,2,5
462,174,13,5,7
463,196,9,4,3
464,382,11,4,3
465,332,7,3,4
466,401,5,1,5
467,676,11,2,6
468,354,9,4,8
469,146,6,2,3
470,620,4,5,6
471,44,10,2,8
472,668,6,5,4
473,600,13,1,7
474,751,7,3,8
475,483,6,5,6
476,254,4,3,9
477,488,13,2,10
478,105,9,4,4
479,560,5,5,9
480,695,1,4,8
481,191,11,5,8
482,260,6,2,9
483,619,7,4,4
484,476,4,2,8
485,302,14,2,5
486,780,1,2,4
487,861,6,5,5
488,961,7,4,7
489,859,4,2,6
490,618,5,1,6
491,494,13,3,4
492,1017,9,2,5
493,288,7,1,7
494,582,8,5,3
495,197,5,3,7
496,917,9,4,7
497,540,7,4,6
498,737,13,3,9
499,848,7,1,8
500,230,9,1,10
501,817,4,4,10
502,532,2,3,3
503,269,13,3,6
504,236,8,1,4
505,116,8,4,7
506,757,11,4,5
507,617,14,1,8
508,337,5,5,9
509,514,13,1,4
510,66,6,4,4
511,743,14,1,6
512,820,9,4,3
513,496,4,4,7
514,488,6,2,10
515,351,5,2,6
516,142,7,1,5
517,1009,11,3,7
518,968,2,5,6
519,107,10,5,5
520,424,4,1,3
521,650,14,1,9
522,555,11,3,7
523,632,2,5,6
524,351,6,2,6
525,768,14,4,10
526,88,4,5,3
527,580,7,5,10
528,997,4,3,3
529,926,13,5,6
530,777,13,4,10
531,477,9,3,9
532,216,8,3,10
533,609,4,4,4
534,685,2,4,4
535,622,14,4,3
536,662,14,3,10
537,334,2,3,10
538,821,6,5,7
539,908,10,2,5
540,405,8,2,6
541,796,5,3,7
542,940,9,3,8
543,590,14,1,7
544,315,13,5,9
545,918,6,1,4
546,905,1,5,7
547,862,11,5,8
548,361,8,1,8
549,946,1,3,7
550,380,7,3,4
551,387,14,2,5
552,908,8,2,5
553,153,10,4,4
554,853,13,2,5
555,970,5,5,10
556,468,1,4,10
557,615,10,3,5
558,214,6,4,10
559,285,6,4,8
560,559,11,3,7
561,791,6,1,4
562,641,5,4,3
563,81,7,1,3
564,645,10,1,7
565,1010,6,5,6
566,370,9,5,10
567,510,4,5,8
568,676,14,2,6
569,646,11,2,7
570,4,7,3,15
571,500,8,3,3
572,728,4,1,9
573,737,7,3,9
574,682,4,5,8
575,107,8,5,5
576,156,11,3,6
577,940,5,3,8
578,881,14,2,7
579,281,1,3,9
580,543,1,5,10
581,756,4,1,9
582,823,11,4,10
583,331,8,2,9
584,803,1,4,7
585,686,14,5,5
586,824,6,3,9
587,36,14,2,9
588,140,14,5,8
589,735,10,4,4
590,1009,2,3,7
591,414,7,4,3
592,38,5,3,5
593,537,8,3,6
594,127,8,4,4
595,686,10,5,5
596,798,6,3,3
597,510,9,5,8
598,855,8,1,5
599,421,13,5,6
600,289,5,4,3
601,203,5,4,7
602,158,13,5,4
603,948,5,1,3
604,142,1,1,5
605,633,1,1,3
606,865,7,3,7
607,705,11,3,7
608,640,14,2,8
609,223,13,5,6
610,940,4,3,8
611,341,9,2,4
612,1018,9,2,5
613,809,6,2,7
614,615,8,3,5
615,472,1,5,6
616,433,11,2,3
617,65,14,4,4
618,544,1,3,8
619,625,10,2,6
620,689,10,4,9
621,757,6,4,5
622,391,11,2,7
623,160,13,2,9
624,47,6,3,10
625,96,5,1,9
626,73,11,5,4
627,946,10,3,7
628,474,8,3,6
629,342,11,1,4
630,1021,11,1,3
631,278,6,5,6
632,248,11,3,10
633,991,1,3,7
634,458,13,3,9
635,1011,14,4,9
636,156,5,3,6
637,977,10,2,10
638,90,13,5,3
639,403,13,2,5
640,286,5,3,9
641,711,11,5,5
642,870,1,3,3
643,758,10,4,4
644,349,11,4,7
645,455,14,4,6
646,548,13,3,7
647,960,5,2,10
648,504,11,2,9
649,147,6,4,8
650,924,14,2,5
651,821,14,5,7
652,841,13,1,9
653,111,7,1,4
654,94,13,5,3
655,865,10,3,7
656,229,11,1,7
657,738,5,4,4
658,402,10,3,7
659,330,2,5,5
660,637,9,5,3
661,5,13,2,10
662,483,14,5,6
663,380,5,3,4
664,224,13,5,7
665,602,7,5,5
666,142,1,1,5
667,1012,6,2,8
668,528,9,2,8
669,711,1,5,5
670,698,5,4,8
671,1020,14,1,7
672,281,5,3,9
673,853,11,2,5
674,146,2,2,3
675,756,6,1,9
676,870,10,3,3
677,876,8,5,4
678,272,4,1,7
679,445,7,1,3
680,738,6,4,4
681,315,10,5,9
682,112,2,1,4
683,27,13,4,20
684,580,6,5,10
685,272,1,1,7
686,430,4,2,10
687,726,8,5,4
688,182,5,3,10
689,608,8,2,3
690,550,1,3,10
691,198,13,5,5
692,114,6,5,8
693,352,6,2,5
694,972,4,3,6
695,879,2,1,6
696,455,4,4,6
697,909,14,1,4
698,981,7,4,10
699,768,13,4,10
700,1029,7,2,4
701,75,4,3,9
702,396,5,4,8
703,435,14,1,6
704,772,7,2,7
705,1013,8,5,3
706,874,8,1,6
707,893,7,1,8
708,412,4,2,10
709,277,11,1,8
710,548,4,3,7
711,386,1,3,9
712,170,4,5,10
713,526,6,1,5
714,966,10,5,3
715,626,5,5,4
716,561,2,3,9
717,364,2,3,10
718,993,6,5,8
719,543,4,5,10
720,565,5,2,6
721,577,13,5,7
722,718,11,4,6
723,38,11,3,5
724,198,2,5,5
725,820,6,4,3
726,173,10,5,5
727,590,4,1,7
728,374,4,1,6
729,150,6,5,9
730,325,13,2,5
731,390,10,3,6
732,875,4,3,4
733,341,2,2,4
734,600,14,1,7
735,535,5,4,3
736,858,4,1,9
737,481,5,1,10
738,578,8,3,9
739,64,9,5,8
740,425,11,5,3
741,439,2,4,5
742,1025,9,3,4
743,255,13,3,4
744,779,7,2,7
745,640,9,2,8
746,86,8,4,7
747,691,2,5,10
748,215,9,5,3
749,171,9,4,4
750,471,13,3,4
751,321,6,4,10
752,502,13,4,3
753,464,4,3,6
754,499,6,5,7
755,294,14,1,3
756,756,10,1,9
757,1016,9,2,7
758,639,13,1,6
759,1027,5,1,10
760,50,8,2,5
761,732,5,5,3
762,812,8,1,7
763,462,10,3,6
764,480,9,5,8
765,559,4,3,7
766,459,13,3,3
767,65,7,4,4
768,465,7,2,4
769,332,4,3,4
770,117,14,3,4
771,799,6,1,10
772,266,9,4,6
773,672,1,1,5
774,278,4,5,6
775,294,10,1,3
776,501,4,1,3
777,228,5,2,7
778,555,14,3,7
779,188,4,2,7
780,119,1,4,4
781,952,1,2,9
782,846,1,5,6
783,146,13,2,3
784,222,10,5,4
785,103,2,5,3
786,1006,1,3,4
787,304,11,5,3
788,580,4,5,10
789,842,8,4,10
790,92,4,5,9
791,733,8,4,4
792,742,14,4,7
793,438,4,1,5
794,37,1,2,6
795,483,4,5,6
796,619,14,4,4
797,404,7,1,6
798,923,7,4,5
799,417,9,3,5
800,238,1,4,9
801,1012,9,2,8
802,539,10,1,4
803,333,7,5,5
804,986,4,4,9
805,967,2,4,8
806,98,9,2,8
807,84,13,3,8
808,309,5,5,3
809,439,10,4,5
810,205,10,3,8
811,808,10,5,4
812,819,13,5,3
813,211,14,2,9
814,681,9,2,3
815,932,10,4,4
816,397,6,2,5
817,891,8,2,5
818,976,2,3,3
819,166,10,5,4
820,216,9,3,10
821,530,2,4,3
822,573,14,3,9
823,265,2,5,9
824,797,4,1,3
825,81,14,1,3
826,409,14,4,5
827,791,7,1,4
828,680,7,5,5
829,778,14,4,10
830,309,9,5,3
831,453,5,3,3
832,826,8,4,5
833,706,4,4,6
834,787,10,1,10
835,545,7,2,4
836,381,6,2,3
837,822,6,3,9
838,678,14,3,8
839,595,1,2,9
840,44,7,2,8
841,859,4,2,6
842,330,6,5,5
843,771,5,4,7
844,124,1,1,3
845,897,11,2,9
846,465,6,2,4
847,713,9,1,4
848,119,7,4,4
849,455,11,4,6
850,460,7,2,4
851,959,9,2,3
852,860,5,3,10
853,252,9,5,9
854,448,13,5,3
855,169,5,3,9
856,1012,2,2,8
857,592,9,4,6
858,821,4,5,7
859,499,4,5,7
860,601,14,2,7
861,704,9,1,4
862,532,11,3,3
863,895,10,3,3
864,284,9,1,9
865,872,8,4,8
866,541,2,4,3
867,336,4,1,6
868,467,9,3,9
869,78,2,4,9
870,433,5,2,3
871,708,10,4,3
872,341,10,2,4
873,342,14,1,4
874,373,1,5,9
875,735,13,4,4
876,864,11,2,5
877,814,8,5,4
878,241,7,5,3
879,426,11,5,8
880,96,9,1,9
881,124,2,1,3
882,509,1,4,4
883,1004,9,5,7
884,316,11,3,7
885,820,11,4,3
886,959,1,2,3
887,341,4,2,4
888,127,6,4,4
889,481,13,1,10
890,909,5,1,4
891,880,14,2,8
892,383,13,3,6
893,935,11,4,8
894,609,10,4,4
895,889,14,3,7
896,880,4,2,8
897,1033,10,4,8
898,426,10,5,8
899,920,10,2,5
900,729,10,3,10
901,162,6,4,4
902,294,2,1,3
903,639,2,1,6
904,278,1,5,6
905,796,4,3,7
906,294,10,1,3
907,758,7,4,4
908,341,6,2,4
909,425,9,5,3
910,954,4,4,5
911,653,2,4,10
912,437,9,3,10
913,434,1,3,7
914,848,1,1,8
915,65,13,4,4
916,1005,7,4,8
917,856,10,5,7
918,345,2,4,8
919,118,5,3,4
920,747,2,2,3
921,83,5,2,10
922,1014,9,1,10
923,817,2,4,10
924,178,4,5,8
925,853,10,2,5
926,474,13,3,6
927,644,4,2,9
928,461,13,2,7
929,84,2,3,8
930,750,6,4,3
931,848,7,1,8
932,323,5,3,6
933,174,1,5,7
934,328,1,1,5
935,389,1,1,6
936,479,11,1,10
937,702,5,1,10
938,797,4,1,3
939,127,5,4,4
940,386,6,3,9
941,1008,8,1,8
942,449,13,2,10
943,225,10,4,5
944,259,7,3,9
945,462,4,3,6
946,832,9,3,9
947,520,2,2,5
948,715,1,1,9
949,726,8,5,4
950,166,13,5,4
951,919,9,3,7
952,483,6,5,6
953,644,9,2,9
954,1015,9,5,5
955,23,11,3,15
956,886,1,2,9
957,595,11,2,9
958,869,4,5,7
959,529,1,5,7
960,229,8,1,7
961,587,2,1,4
962,162,8,4,4
963,874,10,1,6
964,837,6,3,6
965,676,4,2,6
966,199,14,1,10
967,725,1,2,6
968,719,9,2,10
969,208,9,3,8
970,712,4,3,6
971,518,6,3,3
972,584,13,1,8
973,519,1,3,8
974,570,10,2,5
975,598,2,1,7
976,233,8,5,10
977,303,8,2,9
978,562,8,2,10
979,722,9,4,7
980,732,13,5,3
981,193,2,3,7
982,338,6,5,4
983,337,7,5,9
984,612,1,1,8
985,612,14,1,8
986,679,11,1,10
987,273,1,2,5
988,247,7,2,9
989,550,10,3,10
990,988,8,5,10
991,849,1,3,5
992,946,1,3,7
993,582,13,5,3
994,858,10,1,9
995,333,9,5,5
996,773,14,5,8
997,115,5,3,7
998,290,10,2,9
999,982,13,1,8
1000,724,9,5,6
